id,family,file,line,column,match,status,evidence_or_reason,source_line,file_sha256
V9-0092,copy,Sailune/BeliefPresets.swift,310,33,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""不選擇"") {",ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0093,button,Sailune/BeliefPresets.swift,315,33,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""選擇\(displayedPreset.title)"") {",ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0094,copy,Sailune/BeliefPresets.swift,315,33,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""選擇\(displayedPreset.title)"") {",ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0095,button_style,Sailune/BeliefPresets.swift,319,33,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderedProminent),ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0096,surface,Sailune/BeliefPresets.swift,322,29,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(.bar),ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0097,symbol,Sailune/BeliefPresets.swift,326,49,"systemImage: ""hands.sparkles""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"ContentUnavailableView(""請選擇信仰"", systemImage: ""hands.sparkles"")",ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0098,button,Sailune/BeliefPresets.swift,331,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(SailuneActionCopy.close) { dismiss() },ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0099,copy,Sailune/BeliefPresets.swift,331,20,SailuneActionCopy.close,已共用,使用或定義集中操作文案。,Button(SailuneActionCopy.close) { dismiss() },ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0100,copy,Sailune/BeliefPresets.swift,344,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""參考案例：\(preset.referenceCase)"")",ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0101,copy,Sailune/BeliefPresets.swift,346,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""參考年代：\(preset.referencePeriod)"")",ed2cad0f8c1a715ea108b310a9334b423a1726a7aab1d909618f55aa9b258804
V9-0102,failure_path,Sailune/BookCoverStore.swift,53,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,27765b91791dddbb0f0982d9f611799435d876d0497c9665fec76da5eaa21962
V9-0103,failure_path,Sailune/BookOutline.swift,403,15,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,9f1d63ac1207839691ec1593d8d6f1ceaa99d10781435cb7a0c15d6c6e4bf51f
V9-0104,failure_path,Sailune/BookOutline.swift,421,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,9f1d63ac1207839691ec1593d8d6f1ceaa99d10781435cb7a0c15d6c6e4bf51f
V9-0105,copy,Sailune/BookOverviewView.swift,134,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""故事背景"")",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0106,button,Sailune/BookOverviewView.swift,137,21,SailuneIconButton(,已共用,直接引用或定義共用按鈕元件；實際命中仍依代表畫面驗收。,"SailuneIconButton(symbol: .close, label: SailuneActionCopy.closeStoryBackground) {",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0107,copy,Sailune/BookOverviewView.swift,137,62,SailuneActionCopy.closeStoryBackground,已共用,使用或定義集中操作文案。,"SailuneIconButton(symbol: .close, label: SailuneActionCopy.closeStoryBackground) {",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0108,surface,Sailune/BookOverviewView.swift,153,13,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(.regularMaterial, in: RoundedRectangle(cornerRadius: 14, style: .continuous))",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0109,surface,Sailune/BookOverviewView.swift,156,29,Color.secondary.opacity(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".stroke(Color.secondary.opacity(0.22), lineWidth: 1)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0110,button,Sailune/BookOverviewView.swift,181,29,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""更換封面…"", systemImage: ""photo"") {",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0111,copy,Sailune/BookOverviewView.swift,181,29,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""更換封面…"", systemImage: ""photo"") {",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0112,symbol,Sailune/BookOverviewView.swift,181,45,"systemImage: ""photo""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Button(""更換封面…"", systemImage: ""photo"") {",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0113,button,Sailune/BookOverviewView.swift,186,33,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(role: .destructive) {,c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0114,copy,Sailune/BookOverviewView.swift,189,37,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""移除封面"", systemImage: SailuneSymbol.removeCover.systemName)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0115,symbol,Sailune/BookOverviewView.swift,189,64,SailuneSymbol.removeCover,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""移除封面"", systemImage: SailuneSymbol.removeCover.systemName)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0116,accessibility,Sailune/BookOverviewView.swift,193,25,.accessibilityLabel(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".accessibilityLabel(""書籍封面"")",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0117,accessibility,Sailune/BookOverviewView.swift,194,25,.accessibilityHint(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".accessibilityHint(""按右鍵可更換封面"")",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0118,copy,Sailune/BookOverviewView.swift,197,25,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""書名"").font(.subheadline).foregroundStyle(.secondary)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0119,field,Sailune/BookOverviewView.swift,198,25,SailuneFormTextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"SailuneFormTextField(title: ""書名"", text: Binding(",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0120,copy,Sailune/BookOverviewView.swift,203,25,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""作者"").font(.subheadline).foregroundStyle(.secondary)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0121,field,Sailune/BookOverviewView.swift,204,25,SailuneFormTextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"SailuneFormTextField(title: ""作者"", text: Binding(",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0122,copy,Sailune/BookOverviewView.swift,214,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""簡介"").font(.headline).foregroundStyle(.secondary)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0123,field,Sailune/BookOverviewView.swift,215,21,TextField(,待共用,原生欄位；需檢查數值、焦點、提交與多行等專用契約。,"TextField(""簡介（選填）"", text: Binding(",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0124,button,Sailune/BookOverviewView.swift,221,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(action: onOpenBackground) {,c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0125,copy,Sailune/BookOverviewView.swift,224,29,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""故事背景"")",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0126,symbol,Sailune/BookOverviewView.swift,227,47,SailuneSymbol.disclosure,已共用,使用或定義語意圖標 key；原字形由集中表提供。,Image(systemName: SailuneSymbol.disclosure.systemName),c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0127,surface,Sailune/BookOverviewView.swift,238,21,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(SailuneTheme.navigationCardSurface, in: RoundedRectangle(cornerRadius: 10))",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0128,surface,Sailune/BookOverviewView.swift,238,33,SailuneTheme.,已共用,引用或定義語意色彩 token；形狀與疊層仍需檢查。,".background(SailuneTheme.navigationCardSurface, in: RoundedRectangle(cornerRadius: 10))",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0129,button_style,Sailune/BookOverviewView.swift,241,17,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0130,accessibility,Sailune/BookOverviewView.swift,242,17,.accessibilityHint(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".accessibilityHint(""展開並編輯整本書的故事背景"")",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0131,copy,Sailune/BookOverviewView.swift,245,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""統計"").font(.headline).foregroundStyle(.secondary)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0132,copy,Sailune/BookOverviewView.swift,247,25,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""全書總字數"").foregroundStyle(.secondary)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0133,copy,Sailune/BookOverviewView.swift,249,25,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""\(calculateTotalWords()) 字"").fontWeight(.semibold).font(.title3)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0134,surface,Sailune/BookOverviewView.swift,256,9,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(Color.appBackground),c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0135,dialog,Sailune/BookOverviewView.swift,258,9,.alert(,待共用,原生呈現入口；需按確認、錯誤、取消及資料後果分組，僅呈現外殼可共用。,".alert(""無法更新封面"", isPresented: Binding(",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0136,button,Sailune/BookOverviewView.swift,262,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(SailuneActionCopy.acknowledge, role: .cancel) { coverOperationError = nil }",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0137,copy,Sailune/BookOverviewView.swift,262,20,SailuneActionCopy.acknowledge,已共用,使用或定義集中操作文案。,"Button(SailuneActionCopy.acknowledge, role: .cancel) { coverOperationError = nil }",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0138,failure_path,Sailune/BookOverviewView.swift,308,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0139,failure_path,Sailune/BookOverviewView.swift,318,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0140,copy,Sailune/BookOverviewView.swift,352,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""目錄"").font(.headline).foregroundStyle(.secondary)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0141,copy,Sailune/BookOverviewView.swift,359,31,SailuneActionCopy.exportText,已共用,使用或定義集中操作文案。,"Label(SailuneActionCopy.exportText, systemImage: SailuneSymbol.exportText.systemName)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0142,symbol,Sailune/BookOverviewView.swift,359,74,SailuneSymbol.exportText,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(SailuneActionCopy.exportText, systemImage: SailuneSymbol.exportText.systemName)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0143,copy,Sailune/BookOverviewView.swift,362,31,SailuneActionCopy.exportEpub,已共用,使用或定義集中操作文案。,"Label(SailuneActionCopy.exportEpub, systemImage: SailuneSymbol.exportEpub.systemName)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0144,symbol,Sailune/BookOverviewView.swift,362,74,SailuneSymbol.exportEpub,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(SailuneActionCopy.exportEpub, systemImage: SailuneSymbol.exportEpub.systemName)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0145,copy,Sailune/BookOverviewView.swift,365,21,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""匯出"", systemImage: SailuneSymbol.export.systemName)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0146,symbol,Sailune/BookOverviewView.swift,365,46,SailuneSymbol.export,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""匯出"", systemImage: SailuneSymbol.export.systemName)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0147,accessibility,Sailune/BookOverviewView.swift,367,17,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".help(""選擇 TXT 或 EPUB 後匯出整本書"")",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0148,copy,Sailune/BookOverviewView.swift,369,21,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""新增卷"", systemImage: SailuneSymbol.addVolume.systemName).labelStyle(.iconOnly)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0149,symbol,Sailune/BookOverviewView.swift,369,47,SailuneSymbol.addVolume,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""新增卷"", systemImage: SailuneSymbol.addVolume.systemName).labelStyle(.iconOnly)",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0150,button_style,Sailune/BookOverviewView.swift,371,17,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,".buttonStyle(.borderless).help(""新增卷"")",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0151,accessibility,Sailune/BookOverviewView.swift,371,42,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".buttonStyle(.borderless).help(""新增卷"")",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0152,surface,Sailune/BookOverviewView.swift,377,9,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(Color.appBackground),c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0153,dialog,Sailune/BookOverviewView.swift,378,9,.alert(,待共用,原生呈現入口；需按確認、錯誤、取消及資料後果分組，僅呈現外殼可共用。,".alert(""確認刪除"",",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
V9-0154,button,Sailune/BookOverviewView.swift,381,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(SailuneActionCopy.cancel, role: .cancel) { }",c37a22b5090468e1600e69cf102123e78a599e1e22d217a5d1e860911ac7792a
