id,reviewed_status,evidence_and_disposition,work_item,verification_state
V9-0096,合理例外,採系統材質／bar 背景，語意與固定表面色不同；保留平台呈現。 凍結來源：.background(.bar),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0097,已共用,"V9.1as 原字形由 SailuneSymbol.belief 提供；功能、文字與位置不變。原命中：systemImage: ""hands.sparkles""",docs/work-items/v9.1as-frozen-symbol-groups.md,固定 ID、原字形與主機無簽章 macOS Debug build、git diff --check 通過；Light／Dark／VoiceOver 待驗收
V9-0098,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.close) { dismiss() },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-0099,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0100,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0101,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0102,合理例外,"catch 明確記錄診斷或 Store 錯誤，保留原操作結果；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：coverReadLogger.error(""Custom cover read failed: \(error.localizedDescription, privacy: .private)"") return nil",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-0103,合理例外,"catch 明確記錄診斷或 Store 錯誤，保留原操作結果；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：if storedValue.trimmingCharacters(in: .whitespacesAndNewlines).hasPrefix(""{"") { storyBackgroundCodingLogger.error( ""Failed to decode structured story background; preserving the original text. \(String(describing: error), privacy: .private)"" ) } }",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-0104,合理例外,"catch 明確記錄診斷或 Store 錯誤，保留原操作結果；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：storyBackgroundCodingLogger.error( ""Failed to encode structured story background; returning the other background text. \(String(describing: error), privacy: .private)"" )",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-0105,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0106,已共用,"直接使用或定義 SailuneIconButton；28 pt 命中、位置及資料 action 仍需畫面驗收。 凍結來源：SailuneIconButton(symbol: .close, label: SailuneActionCopy.closeStoryBackground) {",docs/work-items/v9-frozen-inventory.md,來源按鈕型態已列；實際命中／鍵盤／Light／Dark 待驗收
V9-0107,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0108,合理例外,"採系統材質／bar 背景，語意與固定表面色不同；保留平台呈現。 凍結來源：.background(.regularMaterial, in: RoundedRectangle(cornerRadius: 14, style: .continuous))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0109,合理例外,"書籍封面區的卡片描邊，與可輸入欄外框不同。 來源：.stroke(Color.secondary.opacity(0.22), lineWidth: 1)",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark／hover 實際畫面待驗收
V9-0110,合理例外,"來源以 SwiftUI 原生 Button 的標題參數承載文字或文字加圖標；保留原生角色／焦點／可用狀態，文案與圖標分別由固定 copy／symbol ID 審核，不為此控制另造相同 Button 外殼。來源：Button(""更換封面…"", systemImage: ""photo"") {",docs/work-items/v9-frozen-inventory.md,來源原生標題按鈕已核對；位置／實際 hit-test／鍵盤與 Light／Dark 待驗收
V9-0111,合理例外,目前固定清單中僅此處使用的領域文案「更換封面…」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0112,已共用,"V9.1as 原字形由 SailuneSymbol.imageAsset 提供；功能、文字與位置不變。原命中：systemImage: ""photo""",docs/work-items/v9.1as-frozen-symbol-groups.md,固定 ID、原字形與主機無簽章 macOS Debug build、git diff --check 通過；Light／Dark／VoiceOver 待驗收
V9-0113,合理例外,封面右鍵 contextMenu 的原生破壞性 Label 選項；自訂 icon 按鈕會變更系統選單命中契約。 詳見 docs/v9-freeze/review-button-contexts.md。,docs/work-items/v9-frozen-inventory.md,來源契約複核；實際命中／鍵盤／Light／Dark 待驗收
V9-0114,合理例外,目前固定清單中僅此處使用的領域文案「移除封面」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0115,已共用,來源已讀取 SailuneSymbol 語意 key；同功能字形是否一致依集中表與畫面驗收。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
V9-0116,合理例外,來源包含領域目標、特定操作方式或精確縮放／檔案語意，保留原生 help／AX 文字；逐項理由見 docs/v9-freeze/review-accessibility-domain-text.md。,docs/work-items/v9-frozen-inventory.md,來源文字及相鄰控制已核對；實際 hover／VoiceOver 待驗收
V9-0117,合理例外,來源包含領域目標、特定操作方式或精確縮放／檔案語意，保留原生 help／AX 文字；逐項理由見 docs/v9-freeze/review-accessibility-domain-text.md。,docs/work-items/v9-frozen-inventory.md,來源文字及相鄰控制已核對；實際 hover／VoiceOver 待驗收
V9-0118,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0119,已共用,來源已引用共用單行／搜尋欄位或位於其實作；原 Binding 與外層行為仍須依畫面核對。,docs/work-items/v9-frozen-inventory.md,來源分類已複核；具體 UI／資料驗收待完成
V9-0120,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0121,已共用,來源已引用共用單行／搜尋欄位或位於其實作；原 Binding 與外層行為仍須依畫面核對。,docs/work-items/v9-frozen-inventory.md,來源分類已複核；具體 UI／資料驗收待完成
V9-0122,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0123,合理例外,使用 axis: .vertical 或多行 lineLimit，具有與單行表單不同的高度、換行及輸入契約；保留原生多行 TextField。,docs/work-items/v9-frozen-inventory.md,來源分類已複核；具體 UI／資料驗收待完成
V9-0124,待共用,純圖標或 iconOnly 按鈕候選；依凍結位置核對 28 pt 命中、間距、help／accessibility、原 action 及禁用條件。 凍結來源：Button(action: onOpenBackground) {,docs/work-items/v9-frozen-inventory.md,來源按鈕型態已列；實際命中／鍵盤／Light／Dark 待驗收
V9-0125,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0126,已共用,來源已讀取 SailuneSymbol 語意 key；同功能字形是否一致依集中表與畫面驗收。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
V9-0127,已共用,"背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(SailuneTheme.navigationCardSurface, in: RoundedRectangle(cornerRadius: 10))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0128,已共用,"背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(SailuneTheme.navigationCardSurface, in: RoundedRectangle(cornerRadius: 10))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0129,待共用,原生 .plain 樣式常見於圖標／整列控制；需與對應 Button ID 一起核對角色、28 pt 命中及是否需具名共用 variant。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-0130,合理例外,來源包含領域目標、特定操作方式或精確縮放／檔案語意，保留原生 help／AX 文字；逐項理由見 docs/v9-freeze/review-accessibility-domain-text.md。,docs/work-items/v9-frozen-inventory.md,來源文字及相鄰控制已核對；實際 hover／VoiceOver 待驗收
V9-0131,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0132,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0133,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0134,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(Color.appBackground),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0135,待共用,"錯誤或結果 alert 候選；需核對同類標題、詳細訊息、確認按鈕與錯誤出口後決定共用呈現外殼。 凍結來源：.alert(""無法更新封面"", isPresented: Binding(",docs/work-items/v9-frozen-inventory.md,來源呈現類型已核對；失敗／取消／GUI 待驗收
V9-0136,合理例外,"原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.acknowledge, role: .cancel) { coverOperationError = nil }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-0137,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0138,合理例外,"catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：coverOperationError = ""封面沒有變更。\n\n\(error.localizedDescription)""",docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
